"Num","Technician","Internal ID","Trip ID","Name","Description","Start Date","Start Time","End Time","Location Name","locid","Address","City","State","ZIP","Area","Zone","Repeat Interval","Next Trip Scheduled","Last Cleaned Faucet Count",
"4","Zachary Greene Sac","G0009","3969931","T023-08 - Line Cleaning","access time 10:15-11am. avoid lunch time","01/29/2020","10:15","11:00","Sora Sushi (Rancho Cordova/Zinfandel)","3524","3187 Zinfandel Dr ","Rancho Cordova","CA","95670","Sacramento","CA05","Every 2 weeks on Wednesday","02/26/2020","4",
"5","Zachary Greene Sac","G0009","3969933","T023-08 - Line Cleaning","","01/15/2020","10:51","11:35","Casa Ramos (Rancho Cordova/White Rock)","2089","10717 White Rock Rd ","Rancho Cordova","CA","95670","Sacramento","CA05","Every 2 weeks on Wednesday","02/26/2020","8",
"6","Zachary Greene Sac","G0009","14722","T023-08 - Line Cleaning","sohosushizin@gmail.com  Clean and bill Sapporo at this location  ***Warning: No Guard on Fan in Keg Box, Be Careful***","02/26/2020","11:41","12:03","Soho Sushi (Rancho Cordova/Zinfandel)","4340","3101 Zinfandel ","Rancho Cordova","CA","95670","Sacramento","CA05","Every 2 weeks on Wednesday","02/26/2020","4",
"7","Zachary Greene Sac","G0009","3995858","T023-08 - Line Cleaning","","01/15/2020","12:42","13:06","Rancho Steves Pizza (Rancho Cordova/Zinfandel Dr)","3914","3191 Zinfandel Dr ","Rancho Cordova","CA","95670","Sacramento","CA05","Every 2 weeks on Wednesday","02/26/2020","4",
"1","Zachary Greene Sac","G0009","3969998","T023-09 - Line Cleaning","","10/24/2019","07:00","09:24","Hacienda Del Rio Mexican Restaurant (Folsom/Sutter)","1017249","702 Sutter Street ","Folsom","CA","95630","Sacramento","CA05","Every 2 weeks on Thursday","02/27/2020","24",
"2","Zachary Greene Sac","G0009","4003899","T023-09 - Line Cleaning","Monday,Wednesday, Friday preferred  access time is 9am-11am only","02/27/2020","09:29","10:35","Folsom Sutter Club (Folsom/Sutter)","2612","720 Sutter St ","Folsom","CA","95630","Sacramento","CA05","Every 2 weeks on Thursday","02/27/2020","14",
"3","Zachary Greene Sac","G0009","3970006","T023-09 - Line Cleaning","","10/24/2019","10:41","11:33","Pizzeria Classico (Folsom/Sutter St)","6433","702 Sutter St. Suite A ","Folsom","CA","95630","Sacramento","CA05","Every 2 weeks on Thursday","02/27/2020","11",
"4","Zachary Greene Sac","G0009","4003904","T023-09 - Line Cleaning","","01/16/2020","11:38","12:11","Sutter Steakhouse (Folsom/Sutter)","4497","604 Sutter St ","Folsom","CA","95630","Sacramento","CA05","Every 2 weeks on Thursday","02/27/2020","5",
"5","Zachary Greene Sac","G0009","3970005","T023-09 - Line Cleaning","Closed Mondays","01/16/2020","12:17","12:48","Q Bole Mexican Restaurant (Folsom/Sutter)","3894","718 Sutter Street ","Folsom","CA","95630","Sacramento","CA05","Every 2 weeks on Thursday","02/27/2020","6",
"1","Zachary Greene Sac","G0009","4003038","T023-10 - Line Cleaning","7am access","04/12/2019","07:00","07:31","Ilforno Classico (Rancho Cordova/Golden Centre)","2875","2121 Golden Centre Ln ","Rancho Cordova","CA","95670","Sacramento","CA05","Every 2 weeks on Friday","02/28/2020","5",
"2","Zachary Greene Sac","G0009","4003046","T023-10 - Line Cleaning","","01/17/2020","07:36","08:42","Outback Steakhouse (Rancho Cordova/Golden Centre)","3658","2100 Golden Centre Ln ","Rancho Cordova","CA","95670","Sacramento","CA05","Every 2 weeks on Friday","02/28/2020","10",
"3","Zachary Greene Sac","G0009","12115","T023-10 - Line Cleaning","*Please clean Fort Rock Brewing at this account*","01/17/2020","08:47","09:21","Beach Hut Deli (Rancho Cordova/Golden Centre)","1751","2095 Golden Center Ln ","Rancho Cordova","CA","95670","Sacramento","CA05","Every 2 weeks on Friday","02/28/2020","7",
"4","Zachary Greene Sac","G0009","3991670","T023-10 - Line Cleaning","between 9am-10:30am","01/17/2020","09:30","09:50","Zinfandel California Cuisine (Gold River/Gold Springs)","4918","2220 Gold Springs Court ","Gold River","CA","95670","Sacramento","CA05","Every 2 weeks on Friday","02/28/2020","3",
"5","Zachary Greene Sac","G0009","3991677","T023-10 - Line Cleaning","*Please clean Fort Rock Brewing at this account*","01/17/2020","09:50","11:11","Mountain Mikes (Gold River/Gold Springs)","1048708","2220 Gold Springs Ct ","Gold River","CA","95670","Sacramento","CA05","Every 2 weeks on Friday","02/28/2020","17",
"6","Zachary Greene Sac","G0009","3991681","T023-10 - Line Cleaning","any time access  Clean and bill Sapporo at this location","01/17/2020","11:17","11:33","Arigato Sushi (Gold River/Golden Center)","11610","2121 Golden Ctr Ln Ste 70 ","Gold River","CA","95811","Sacramento","CA05","Every 2 weeks on Friday","02/28/2020","1",
"7","Zachary Greene Sac","G0009","4003103","T023-10 - Line Cleaning","","04/12/2019","11:42","12:10","Suite Nine Bar & Lounge (Rancho Cordova/Coloma)","4270","11050 Coloma Road Ste 9 ","Rancho Cordova","CA","95670","Sacramento","CA05","Every 2 weeks on Friday","02/28/2020","4",
"8","Zachary Greene Sac","G0009","4003110","T023-10 - Line Cleaning","","04/12/2019","12:18","12:43","Grand Slam Cafe (Rancho Cordova/Gold Rush)","2760","2201 Gold Rush Dr ","Rancho Cordova","CA","95670","Sacramento","CA05","Every 2 weeks on Friday","02/28/2020","4",
"1","Devin Rice Sac","R029","1956507","00 - Line Cleaning","9AM-11AM","03/03/2020","09:00","11:00","2M - Thirsty Barrel Taphouse & Grille (Grass Valley/Neal)","1033140","116 Neal Street ","Grass Valley","CA","95945","Sacramento","CA08","Every 2 weeks on Tuesday","03/03/2020","25",
"1","Devin Rice Sac","R029","13496","T019-02 - Line Cleaning","530-265-5855 Chuck upstairs","08/06/2019","07:15","08:04","2M - Leftys Grill (Nevada City/Broad)","3120","101 Broad St ","Nevada City","CA","95959","Sacramento","CA08","Every 2 weeks on Tuesday","03/03/2020","15",
"2","Devin Rice Sac","R029","12654","T019-02 - Line Cleaning","916-402-7844 Tom, Bar Manager  Key access. Mike Dixon has key  Alarm code: 5342 then press 1","02/18/2020","08:09","09:24","2M - The Brick (Nevada City/Commercial)","2285","235 Commercial St ","Nevada City","CA","95959","Sacramento","CA08","Every 2 weeks on Tuesday","03/03/2020","16",
"3","Devin Rice Sac","R029","13651","T019-02 - Line Cleaning","","08/06/2019","09:37","10:21","Marias Mexican Restaurant (Grass Valley/E Main)","3273","226 E Main St ","Grass Valley","CA","95945","Sacramento","CA08","Every 2 weeks on Tuesday","03/03/2020","8",
"4","Devin Rice Sac","R029","3773441","T019-02 - Line Cleaning","Closed Monday Wed 2-3pm  preferred do not clean independent lines unless you speak to sandra","09/03/2019","11:49","12:21","The Pour House (Grass Valley/W Main)","1083558","217 W Main St ","Grass Valley","CA","95945","Sacramento","CA08","Every 2 weeks on Tuesday","03/03/2020","10",
"5","Devin Rice Sac","R029","15097","T019-02 - Line Cleaning","","08/06/2019","12:16","12:36","Towers Casino (Grass Valley/Bank)","4713","115 Bank St ","Grass Valley","CA","95945","Sacramento","CA08","Every 2 weeks on Tuesday","03/03/2020","5",
"6","Devin Rice Sac","R029","285394","T019-02 - Line Cleaning","","01/07/2020","12:47","13:07","India Oven (Grass Valley/Freeman)","13863","722 Freeman Lane Suite L ","Grass Valley","CA","95949","Sacramento","CA08","Every 2 weeks on Tuesday","03/03/2020","6",
"2","Devin Rice Sac","R029","3970144","T025-01 - Line Cleaning","Access at 7am Be aware using GPS will take you 4 miles away from account park in the golf cart return","03/02/2020","07:00","08:16","The Ridge Golf Course (Auburn/Golf Course)","4650","2020 Golf Course Rd ","Auburn","CA","95602","Sacramento","CA08","Every 2 weeks on Monday","03/02/2020","6",
"1","Devin Rice Sac","R029","3970146","T025-01 - Line Cleaning","GPS gives bad directions Summer: 6am access Winter: 7am access","02/03/2020","07:00","07:30","Black Oak Golf Course (Auburn/2455 Black Oak)","1843","2455 Black Oak Rd ","Auburn","CA","95602","Sacramento","CA08","Every 2 weeks on Monday","03/02/2020","4",
"3","Devin Rice Sac","R029","12107","T025-01 - Line Cleaning","Morning Access only. Access 9am, out by 10:15am","03/02/2020","09:00","10:15","Beach Hut Deli (Auburn/Grass Valley)","1743","4035 Grass Valley Hwy  A ","Auburn","CA","95602","Sacramento","CA08","Every 2 weeks on Monday","03/02/2020","9",
"4","Devin Rice Sac","R029","3969979","T025-01 - Line Cleaning","10:30-11:30 access","02/03/2020","10:30","11:30","Diggins Irish Pub (Auburn/Grass Valley)","4877","3021 Grass Valley Hwy ","Auburn","CA","95602","Sacramento","CA08","Every 2 weeks on Monday","03/02/2020","13",
"5","Devin Rice Sac","R029","4723516","T025-01 - Line Cleaning","Go to Main office for key Please clean  and bill all IND lines at this account","02/03/2020","12:00","15:33","Flyers Energy (Auburn/Lindbergh)","1101653","2360 Lindbergh St ","Auburn","CA","95602","Sacramento","CA08","Every 2 weeks on Monday","03/02/2020","3",
"6","Devin Rice Sac","R029","3969977","T025-01 - Line Cleaning","","02/03/2020","13:00","14:51","Wingstop (Auburn/Bell)","1059624","2845 Bell Rd Ste 150 ","Auburn","CA","95603","Sacramento","CA08","Every 2 weeks on Monday","03/02/2020","2",
"7","Devin Rice Sac","R029","3969976","T025-01 - Line Cleaning","","02/03/2020","13:30","13:40","Pizza Express (Auburn/Bell)","3790","2705 Bell Rd ","Auburn","CA","95603","Sacramento","CA08","Every 2 weeks on Monday","03/02/2020","7",
"8","Devin Rice Sac","R029","3969975","T025-01 - Line Cleaning","","02/03/2020","14:30","15:20","Mountain Mikes (Auburn/Bell)","3426","2520 Bell Rd ","Auburn","CA","95603","Sacramento","CA08","Every 2 weeks on Monday","03/02/2020","8",
"1","Devin Rice Sac","R029","145544","T025-03 - Line Cleaning","Please clean and bill all IND lines to account  jc 11/28/18 Charlie (650)222-7669 send text to let him know when you have arrived Code: 2804 - josh moua has a key","10/16/2019","06:00","08:04","Auburn Community Tap House and Bottle Shop (Auburn/Grass Valley)","8326","1850 Grass Valley Hwy ","Auburn","CA","95603","Sacramento","CA08","Every 2 weeks on Wednesday","03/04/2020","22",
"2","Devin Rice Sac","R029","12868","T025-03 - Line Cleaning","elks1691@gmail.com Clean Tuesdays/Wednesdays, arrive between 7:30 and 8am ONLY upon manager request","02/05/2020","07:30","08:49","Elks Lodge (Auburn/Pine)","2497","195 Pine St ","Auburn","CA","95603","Sacramento","CA08","Every 2 weeks on Wednesday","03/04/2020","6",
"3","Devin Rice Sac","R029","14673","T025-03 - Line Cleaning","earliest we can access the account is 7:00am when they open, morning access only, need to be finished with service by 11:00am.","02/05/2020","07:30","11:00","Sierra Grill Smokehouse (Auburn/Grass Valley)","4291","2515 Grass Valley Hwy ","Auburn","CA","95603","Sacramento","CA08","Every 4 weeks on Wednesday","03/04/2020","10",
"4","Devin Rice Sac","R029","3969972","T025-03 - Line Cleaning","8:00am done by 11:00am","02/05/2020","08:30","11:00","Applebees (Auburn/Bell)","1640","2500 Bell Rd ","Auburn","CA","95603","Sacramento","CA08","Every 2 weeks on Wednesday","03/04/2020","8",
"5","Devin Rice Sac","R029","2578829","T025-03 - Line Cleaning","access is 8:00a.m.-10:00a.m, must arrive by 10a.m.","02/05/2020","09:30","10:00","Mod Pizza (Auburn/Grass Valley)","1052344","2150 Grass Valley Hwy ","Auburn","CA","95603","Sacramento","CA08","Every 2 weeks on Wednesday","03/04/2020","5",
"7","Devin Rice Sac","R029","3969988","T025-03 - Line Cleaning","","02/05/2020","11:00","12:47","Tre Pazzi (Auburn/Lincoln)","4721","928 Lincoln Way ","Auburn","CA","95603","Sacramento","CA08","Every 2 weeks on Wednesday","03/04/2020","1",
"6","Devin Rice Sac","R029","12818","T025-03 - Line Cleaning","10:30AM- 1:30PM OR AFTER 2:30PM","02/05/2020","11:00","12:48","El Agave (Auburn/Grass Valley)","2447","1285 Grass Valley Hwy ","Auburn","CA","95603","Sacramento","CA08","Every 2 weeks on Wednesday","03/04/2020","12",
"8","Devin Rice Sac","R029","3969990","T025-03 - Line Cleaning","No Fridays. Tuesday/Wednesday preferred","03/04/2020","13:00","13:17","Local Heroes (Auburn/High)","1027220","1120 High Street ","Auburn","CA","95603","Sacramento","CA08","Every 2 weeks on Wednesday","03/04/2020","3",
"1","Devin Rice Sac","R029","5160359","T025-04 - Line Cleaning","4am out by 10am Monday -Friday go around back by the dock the security doors are to the left of the dock, check in with security you need valid ID  When you get in the casino service bar2 is the first bar you see to the left every door we go in says STAFF ONLY  Follow the outside path of casino and you will run into every service bar 3,4,1 they go in that order, you cant miss the steak house or the Center bar Hard Rock Cafe big signs I would start at the Hard Rock Cafe its the biggest account  you need to go through Coffee shop next to steakhouse to gain access.","01/09/2020","07:00","10:02","Hard Rock Casino (Wheatland/Forty Mile)","1109938","3317 Forty Mile Rd ","Wheatland","CA","95692","Sacramento","CA08","Every 2 weeks on Thursday","03/05/2020","30",
"2","Devin Rice Sac","R029","14201","T025-04 - Line Cleaning","rdpenaiv@gmail.com","01/09/2020","10:34","11:42","House of Pizza (Lincoln/Nicolaus)","3819","2270 Nicolaus Rd ","Lincoln","CA","95648","Sacramento","CA08","Every 2 weeks on Thursday","03/05/2020","11",
"3","Devin Rice Sac","R029","14257","T025-04 - Line Cleaning","","01/09/2020","12:05","13:03","Primetime Pizza Inc (Wheatland/Ca 65)","3875","1930 Ca 65 ","Wheatland","CA","95692","Sacramento","CA08","Every 2 weeks on Thursday","03/05/2020","5",
"4","Devin Rice Sac","R029","14309","T025-04 - Line Cleaning","","01/09/2020","13:12","13:54","Red Hill Saloon (Wheatland/Wheatland)","3927","4721 Wheatland Rd ","Wheatland","CA","95692","Sacramento","CA08","Every 2 weeks on Thursday","03/05/2020","6",
"1","Devin Rice Sac","R029","3969984","T025-05 - Line Cleaning","Service between 7 - 7:30am","01/10/2020","07:00","08:39","The Club Car  Rte 99 (Auburn/Lincoln)","4591","836 Lincoln Way ","Auburn","CA","95603","Sacramento","CA08","Every 2 weeks on Friday","03/06/2020","18",
"2","Devin Rice Sac","R029","13676","T025-05 - Line Cleaning","","10/18/2019","09:14","10:02","Maxs (Auburn/Grass Valley)","3298","110 Grass Valley Hwy ","Auburn","CA","95602","Sacramento","CA08","Every 4 weeks on Friday","03/06/2020","5",
"3","Devin Rice Sac","R029","3989765","T025-05 - Line Cleaning","access before 10:30am, must be finished before 11am.","02/07/2020","09:30","10:14","Monkey Cat Restaurant (Auburn/Lincoln)","1026775","805 Lincoln Way ","Auburn","CA","95603","Sacramento","CA08","Every 2 weeks on Friday","03/06/2020","4",
"4","Devin Rice Sac","R029","1722541","T025-05 - Line Cleaning","Business is closed on Mondays 9:30 - 10 am","02/07/2020","10:00","11:06","Tap and Vine (Auburn/Lincoln)","1026827","907 Lincoln Way ","Auburn","CA","95603","Sacramento","CA08","Every 2 weeks on Friday","03/06/2020","10",
"5","Devin Rice Sac","R029","3989734","T025-05 - Line Cleaning","****Please ensure that Tap Handles are spaced in such a way that they do not hit each other**** No sinks. Pour cleaner, rinse and beer back into cleaning can to be dumped and rinsed at next account.","03/06/2020","11:30","11:50","State Theater Auburn (Auburn/Lincoln)","1016837","985 Lincoln Way ","Auburn","CA","95603","Sacramento","CA08","Every 2 weeks on Friday","03/06/2020","6",
"6","Devin Rice Sac","R029","5573212","T025-05 - Line Cleaning","","02/07/2020","12:30","13:00","Out of Order Arcade (Auburn/Lincoln)","1115965","13320 Lincoln Way ","Auburn","CA","95603","Sacramento","CA08","Every 2 weeks on Friday","03/06/2020","6",
"7","Devin Rice Sac","R029","3970145","T025-05 - Line Cleaning","","02/07/2020","13:00","14:13","El Portal Taqueria (Auburn/Lincoln)","1026948","13354 Lincoln Way ","Auburn","CA","95603","Sacramento","CA08","Every 2 weeks on Friday","03/06/2020","5",
"8","Devin Rice Sac","R029","3970150","T025-05 - Line Cleaning","","02/07/2020","13:30","14:51","Star Thai Cuisine (Auburn/Lincoln)","2354","13338 Lincoln Way ","Auburn","CA","95603","Sacramento","CA08","Every 2 weeks on Friday","03/06/2020","5",
"1","Devin Rice Sac","R029","12401","T025-06 - Line Cleaning","","10/21/2019","07:30","08:09","California Club (Auburn/Lincoln)","2032","1580 Lincoln Way ","Auburn","CA","95603","Sacramento","CA08","Every 2 weeks on Monday","03/09/2020","8",
"2","Devin Rice Sac","R029","5083709","T025-06 - Line Cleaning","Mon-Fri access 8:30-9:30am, be done before 11:30am  text Darren at 530-908-1763 the day before and let him know what time you'll be at account and he'll meet you here","01/13/2020","08:09","08:54","Crudo (Auburn/Washington)","1109190","210 Washington St ","Auburn","CA","95603","Sacramento","CA05","Every 2 weeks on Monday","03/09/2020","19",
"3","Devin Rice Sac","R029","3989827","T025-06 - Line Cleaning","earliest access 8 a.m. we can clean anytime of the day except for 11:00-1:00","01/13/2020","09:00","09:30","Old Town Grill (Auburn/Sacramento)","13850","160 Sacramento St. ","Auburn","CA","95603","Sacramento","CA08","Every 2 weeks on Monday","03/09/2020","6",
"4","Devin Rice Sac","R029","3989836","T025-06 - Line Cleaning","","01/13/2020","09:35","10:19","Cafe Delicias #1 (Auburn/Lincoln)","2010","1591 Lincoln Way ","Auburn","CA","95603","Sacramento","CA08","Every 2 weeks on Monday","03/09/2020","8",
"5","Devin Rice Sac","R029","3989846","T025-06 - Line Cleaning","","01/13/2020","10:24","10:58","Tio Pepes (Auburn/Washington)","4678","216 Washington St ","Auburn","CA","95603","Sacramento","CA08","Every 2 weeks on Monday","03/09/2020","6",
"6","Devin Rice Sac","R029","3989811","T025-06 - Line Cleaning","bartender comes in at 2:30pm to set up bar, account opens at 3:00pm.","01/13/2020","11:04","11:27","Moose Lodge (Auburn/Sacramento)","3398","250 Sacramento St ","Auburn","CA","95603","Sacramento","CA08","Every 2 weeks on Monday","03/09/2020","4",
"7","Devin Rice Sac","R029","3989749","T025-06 - Line Cleaning","","01/13/2020","11:35","12:29","Pizza Express (Auburn/Auburn Folsom)","3791","650 Auburn Folsom Rd ","Auburn","CA","95603","Sacramento","CA08","Every 2 weeks on Monday","03/09/2020","9",
"1","Devin Rice Sac","R029","3773394","T025-07 - Line Cleaning","Be out by 11am.. Call Dustin @ 207-776-9849","02/25/2020","06:00","11:00","Lake Wildwood (Penn Valley/Cottontail Way)","3084","11255 Cottontail Way ","Penn Valley","CA","95946","Sacramento","CA08","Every 2 weeks on Tuesday","02/25/2020","7",
"2","Devin Rice Sac","R029","3773535","T025-07 - Line Cleaning","11 am access","01/28/2020","07:22","07:44","Tuscany Gardens (Penn Valley/Pleasant Valley)","4743","11379 Pleasant Valley Rd ","Penn Valley","CA","95946","Sacramento","CA08","Every 2 weeks on Tuesday","02/25/2020","4",
"3","Devin Rice Sac","R029","3773380","T025-07 - Line Cleaning","","01/28/2020","07:54","10:08","Players Pizza (Penn Valley/Commercial)","3833","10161 Commercial Ave ","Penn Valley","CA","95946","Sacramento","CA08","Every 2 weeks on Tuesday","02/25/2020","19",
"4","Devin Rice Sac","R029","3773405","T025-07 - Line Cleaning","","01/28/2020","10:17","10:38","Tack Room (Penn Valley/Penn Valley)","4510","17356 Penn Valley Dr ","Penn Valley","CA","95946","Sacramento","CA08","Every 2 weeks on Tuesday","02/25/2020","4",
"5","Devin Rice Sac","R029","3747275","T025-07 - Line Cleaning","","01/28/2020","10:43","11:42","Northridge Restaurant (Penn Valley/Penn Valley)","3556","17442 Penn Valley Dr ","Penn Valley","CA","95946","Sacramento","CA08","Every 2 weeks on Tuesday","02/25/2020","13",
"6","Devin Rice Sac","R029","3747269","T025-07 - Line Cleaning","","01/28/2020","13:20","14:00","Pizza Round Up (Loma Rica/Loma Rica)","3820","11806 Loma Rica Rd ","Loma Rica","CA","95901","Sacramento","CA05","Every 2 weeks on Tuesday","02/25/2020","10",
"7","Devin Rice Sac","R029","3747182","T025-07 - Line Cleaning","someone onsite between 2:30-3:00pm. Closed Mon,Tues, & Weds.","02/25/2020","14:30","15:00","Willow Glen Restaurant (Oregon House/Willow Glen)","8035","13809 Willow Glen Rd. ","Oregon House","CA","95962","Sacramento","CA05","Every 2 weeks on Tuesday","02/25/2020","6",
"2","Devin Rice Sac","R029","65123","T025-08 - Line Cleaning","","01/15/2020","08:00","08:26","Ikedas Market (Auburn/Lincoln)","6409","13500 Lincoln Way ","Auburn","CA","95603","Sacramento","CA08","Every 2 weeks on Wednesday","02/26/2020","4",
"1","Devin Rice Sac","R029","14019","T025-08 - Line Cleaning","alwajr@yahoo.com 8am access. out by 9:30am","02/26/2020","08:00","09:30","Flame's Restaurant & Taphouse (Auburn/Lincoln)","3639","13434 Lincoln Way ","Auburn","CA","95603","Sacramento","CA08","Every 2 weeks on Wednesday","02/26/2020","16",
"3","Devin Rice Sac","R029","13307","T025-08 - Line Cleaning","","01/29/2020","08:39","09:46","Joe Caribe (Auburn/Lincoln)","2933","13470 Lincoln Way ","Auburn","CA","95603","Sacramento","CA08","Every 2 weeks on Wednesday","02/26/2020","12",
"4","Devin Rice Sac","R029","4025628","T025-08 - Line Cleaning","send Ken a text at 530-448-2974 the day of to let him know we will be at the account in the afternoon","11/20/2019","08:53","10:21","Maker's Mountain Eatery (Foresthill/Foresthill)","1081883","24601 Foresthill Rd ","Foresthill","CA","95631","Sacramento","CA08","Every 2 weeks on Wednesday","02/26/2020","4",
"5","Devin Rice Sac","R029","13799","T025-08 - Line Cleaning","Please collect email","08/14/2019","10:27","11:03","Mountain Club / La Cocina (Forest Hill/Main)","3421","24620 Main St ","Foresthill","CA","95631","Sacramento","CA08","Every 2 weeks on Wednesday","02/26/2020","6",
"6","Devin Rice Sac","R029","14831","T025-08 - Line Cleaning","Monday-Wednesday only text Kevin (970-903-0002) the owner the day of service to let him know we will be cleaning his system. text him again once we get to Foresthill to let him know an approximate time of arrival","11/20/2019","11:08","12:32","Brew Masters Deli (Foresthill/Main)","4449","24340 Main St ","Foresthill","CA","95631","Sacramento","CA08","Every 4 weeks on Wednesday","03/11/2020","20",
"7","Devin Rice Sac","R029","11979","T025-08 - Line Cleaning","Terri- 530-906-9304 (Call or Text 24hrs before to let her know about what time to be there.)","02/26/2020","12:38","13:26","American Legion (Foresthill/Harrison)","1616","24601 Harrison St ","Foresthill","CA","95631","Sacramento","CA08","Every 4 weeks on Wednesday","02/26/2020","6",
"1","Devin Rice Sac","R029","15239","T025-09 - Line Cleaning","10am access  Closed Tuesdays- But Maintenance and Security can give acess","01/30/2020","06:00","13:00","Winchester Golf Course (Meadow Vista/Legends Dr)","4855","3030 Legends Dr ","Meadow Vista","CA","95722","Sacramento","CA08","Every 2 weeks on Thursday","02/27/2020","12",
"2","Devin Rice Sac","R029","203119","T025-09 - Line Cleaning","","01/30/2020","08:00","08:34","Awful Annies (Auburn/Lincoln)","11282","13460 Lincoln Way ","Auburn","CA","95603","Sacramento","CA08","Every 2 weeks on Thursday","02/27/2020","9",
"3","Devin Rice Sac","R029","12987","T025-09 - Line Cleaning","info@foothillsbowl.com Someone is on site at 9am, call so that they can come open door","02/13/2020","09:00","12:00","Foothill Bowl (Auburn/Bowman)","2616","13489 Bowman Rd ","Auburn","CA","95603","Sacramento","CA08","Every 2 weeks on Thursday","02/27/2020","7",
"4","Devin Rice Sac","R029","12108","T025-09 - Line Cleaning","9am-10am","01/30/2020","09:00","10:48","Beach Hut Deli (Auburn/Bowman)","1744","13471 Bowman Rd ","Auburn","CA","95603","Sacramento","CA08","Every 2 weeks on Thursday","02/27/2020","11",
"5","Devin Rice Sac","R029","13652","T025-09 - Line Cleaning","","01/30/2020","10:00","15:43","Marias Mexican Tacos (Auburn/Bowman)","3274","13483 Bowman Rd ","Auburn","CA","95603","Sacramento","CA08","Every 2 weeks on Thursday","02/27/2020","10",
"7","Devin Rice Sac","R029","3985438","T025-09 - Line Cleaning","","02/13/2020","12:30","15:30","Mountain Mikes (Meadow Vista/Placer Hills)","3450","16810 Placer Hills Rd ","Meadow Vista","CA","95722","Sacramento","CA08","Every 4 weeks on Thursday","03/12/2020","9",
"6","Devin Rice Sac","R029","4985426","T025-09 - Line Cleaning","Rear Door Access Code : 4877**  Contact Ed Sprawka with issues: 530-906-2818","01/30/2020","12:30","13:21","IOOF OddFellow's Lodge Auburn (Auburn/Lincoln)","1103320","1226 1/2 Lincoln Way ","Auburn","CA","95603","Sacramento","CA08","Every 4 weeks on Thursday","02/27/2020","4",
"8","Devin Rice Sac","R029","3985425","T025-09 - Line Cleaning","closed on Sundays and Mondays  open Tuesday through Saturday  account needs to be cleaned and done before they open at 3:00pm, earliest we can access the account is at 12:30pm thats when the preep cooks come in.","01/30/2020","13:30","13:53","Tin Lantern Bar & Grill (Meadow Vista/Placer Hills)","5073","17100 Placer Hills Rd ","Meadow Vista","CA","95722","Sacramento","CA08","Every 2 weeks on Thursday","02/27/2020","6",
"1","Devin Rice Sac","R029","4004143","T025-10 - Line Cleaning","","10/25/2019","06:20","06:53","Ugly Mug Cafe (Loomis/Taylor)","4748","3589 Taylor Rd ","Loomis","CA","95650","Sacramento","CA08","Every 2 weeks on Friday","02/28/2020","5",
"2","Devin Rice Sac","R029","4004144","T025-10 - Line Cleaning","","10/25/2019","07:01","07:28","Indian Creek Country Club (Loomis/Barton)","2878","4487 Barton Rd ","Loomis","CA","95650","Sacramento","CA08","Every 2 weeks on Friday","02/28/2020","4",
"3","Devin Rice Sac","R029","4003838","T025-10 - Line Cleaning","","01/17/2020","07:39","07:57","Flower Farm (Loomis/Auburn Folsom)","4978","4150 Auburn Folsom Road ","Loomis","CA","95650","Sacramento","CA08","Every 2 weeks on Friday","02/28/2020","2",
"4","Devin Rice Sac","R029","4003824","T025-10 - Line Cleaning","","01/17/2020","08:11","08:29","Messy's Tacos & Treats (Loomis/Taylor Rd)","1091876","3987 Taylor Rd ","Loomis","CA","95650","Sacramento","CA08","Every 2 weeks on Friday","02/28/2020","2",
"5","Devin Rice Sac","R029","3985239","T025-10 - Line Cleaning","","01/17/2020","08:35","09:06","Lorenzos (Loomis/Taylor)","3190","3883 Taylor Rd ","Loomis","CA","95650","Sacramento","CA08","Every 2 weeks on Friday","02/28/2020","5",
"6","Devin Rice Sac","R029","4003827","T025-10 - Line Cleaning","Mon-Fri 9am access only Supervisor Nate (916)919-5321","01/17/2020","09:13","10:49","Gander Taphouse (Loomis/Taylor)","1091883","3550 Taylor Rd ","Loomis","CA","95650","Sacramento","CA08","Every 2 weeks on Friday","02/28/2020","15",
"7","Devin Rice Sac","R029","12397","T025-10 - Line Cleaning","confirmed with distributor remodeling, will call to have put back on route.","03/05/2020","10:55","11:12","La Fogata Taqueria (Loomis/King)","2028","5911 King Rd ","Loomis","CA","95650","Sacramento","CA08","Every 2 weeks on Thursday","03/05/2020","3",
"8","Devin Rice Sac","R029","3985229","T025-10 - Line Cleaning","","01/17/2020","11:18","11:49","Il Pizzaiolo (Loomis/Taylor)","1037731","3460 Taylor Rd ","Loomis","CA","95650","Sacramento","CA08","Every 2 weeks on Friday","02/28/2020","4",
"9","Devin Rice Sac","R029","3985208","T025-10 - Line Cleaning","","01/17/2020","11:57","12:42","Round Table (Loomis/Horseshoe)","4089","6111 Horseshoe Bar Rd ","Loomis","CA","95650","Sacramento","CA08","Every 2 weeks on Friday","02/28/2020","7",
"10","Devin Rice Sac","R029","3985214","T025-10 - Line Cleaning","","01/17/2020","12:48","13:33","Pizza Factory (Loomis/Horseshoe Bar)","3794","5831 Horseshoe Bar Rd ","Loomis","CA","95650","Sacramento","CA08","Every 2 weeks on Friday","02/28/2020","8",
"2","Reimund Schnierle Sac","S029","20039","S003-06 - Line Cleaning","","11/04/2019","08:00","09:00","Seasonal - Squaw Valley Pocket Bar (Olympic Valley/Olympic Plaza)","5011","Olympic Plaza ","Olympic Valley","CA","96146","Truckee","CA08","Every 4 weeks on Monday","03/23/2020","4",
