,type,location,distributor,city,tapname,flag,brand_audit
340,tap change,2M - Yardhouse (Roseville/Roseville),GOLDEN BRANDS - SACRAMENTO,Roseville,Pyramid Hefeweizen,Pyramid Hefeweizen was not cleaned last cycle,
341,tap change,2M - Yardhouse (Roseville/Roseville),GOLDEN BRANDS - SACRAMENTO,Roseville,Saint Archer Gold,Saint Archer Gold was not cleaned last cycle,
342,tap change,2M - Yardhouse (Roseville/Roseville),MARKSTEIN BEVERAGE CO - SACTO (CA08),Roseville,10 Barrel Brewing Profuse Juice Ipa,10 Barrel Brewing Profuse Juice Ipa was not cleaned last cycle,
343,tap change,2M - Yardhouse (Roseville/Roseville),MARKSTEIN BEVERAGE CO - SACTO (CA08),Roseville,21St Amendment Blood Orange Brew Free,21St Amendment Blood Orange Brew Free was not cleaned last cycle,
344,tap change,2M - Yardhouse (Roseville/Roseville),MARKSTEIN BEVERAGE CO - SACTO (CA08),Roseville,Alaskan Brewing Alaskan Amber,Alaskan Brewing Alaskan Amber was not cleaned last cycle,
345,tap change,2M - Yardhouse (Roseville/Roseville),MARKSTEIN BEVERAGE CO - SACTO (CA08),Roseville,Corona Extra,Corona Extra was not cleaned last cycle,
346,tap change,2M - Yardhouse (Roseville/Roseville),MARKSTEIN BEVERAGE CO - SACTO (CA08),Roseville,Firestone Walker 805,Firestone Walker 805 was not cleaned last cycle,
347,tap change,2M - Yardhouse (Roseville/Roseville),MARKSTEIN BEVERAGE CO - SACTO (CA08),Roseville,Golden State Cider,Golden State Cider was not cleaned last cycle,
348,tap change,2M - Yardhouse (Roseville/Roseville),MARKSTEIN BEVERAGE CO - SACTO (CA08),Roseville,Kona Longboard Lager,Kona Longboard Lager was not cleaned last cycle,
349,tap change,2M - Yardhouse (Roseville/Roseville),MARKSTEIN BEVERAGE CO - SACTO (CA08),Roseville,Pacifico,Pacifico was not cleaned last cycle,
350,tap change,2M - Yardhouse (Roseville/Roseville),MARKSTEIN BEVERAGE CO - SACTO (CA08),Roseville,Revision Brewing Hazy IPA,Revision Brewing Hazy IPA was not cleaned last cycle,
351,tap change,2M - Yardhouse (Roseville/Roseville),MARKSTEIN BEVERAGE CO - SACTO (CA08),Roseville,Sierra Nevada Celebration Fresh Hop IPA,Sierra Nevada Celebration Fresh Hop IPA was not cleaned last cycle,
352,tap change,2M - Yardhouse (Roseville/Roseville),MARKSTEIN BEVERAGE CO - SACTO (CA08),Roseville,Sierra Nevada Hazy Little Thing IPA,Sierra Nevada Hazy Little Thing IPA was not cleaned last cycle,
353,tap change,2M - Yardhouse (Roseville/Roseville),MARKSTEIN BEVERAGE CO - SACTO (CA08),Roseville,Track 7 Brewing Blood Transfusion IPA,Track 7 Brewing Blood Transfusion IPA was not cleaned last cycle,
354,tap change,2M - Yardhouse (Roseville/Roseville),MUSSETTER,Roseville,Melvin Brewing 2X4,Melvin Brewing 2X4 was not cleaned last cycle,
355,tap change,2M - Yardhouse (Roseville/Roseville),MUSSETTER,Roseville,Out of Bounds Powdered Toast Man,Out of Bounds Powdered Toast Man was not cleaned last cycle,
356,tap change,2M - Yardhouse (Roseville/Roseville),SACCANI,Roseville,Lagunitas Little Sumpin Sumpin,Lagunitas Little Sumpin Sumpin was not cleaned last cycle,
357,tap change,2M - Yardhouse (Roseville/Roseville),SACCANI,Roseville,Mad River Jamaica Red Ale,Mad River Jamaica Red Ale was not cleaned last cycle,
358,tap change,2M - Yardhouse (Roseville/Roseville),SACCANI,Roseville,New Glory Splitting Atoms,New Glory Splitting Atoms was not cleaned last cycle,
359,tap change,2M - Yardhouse (Roseville/Roseville),SACCANI,Roseville,New Glory Wacky Wisdom,New Glory Wacky Wisdom was not cleaned last cycle,
360,tap change,2M - Yardhouse (Roseville/Roseville),SACCANI,Roseville,Pabst Blue Ribbon,Pabst Blue Ribbon was not cleaned last cycle,
361,tap change,2M - Yardhouse (Roseville/Roseville),SACCANI,Roseville,Stone Tropic Thunder,Stone Tropic Thunder was not cleaned last cycle,
362,tap change,2M - Yardhouse (Roseville/Roseville),WINE WAREHOUSE,Roseville,Allagash James Bean,Allagash James Bean was not cleaned last cycle,
363,tap change,2M - Yardhouse (Roseville/Roseville),WINE WAREHOUSE,Roseville,Brouwerij Bavik Pilsner,Brouwerij Bavik Pilsner was not cleaned last cycle,
364,tap change,2M - Yardhouse (Roseville/Roseville),WINE WAREHOUSE,Roseville,Brouwerij Boon Lembeek,Brouwerij Boon Lembeek was not cleaned last cycle,
365,tap change,2M - Yardhouse (Roseville/Roseville),WINE WAREHOUSE,Roseville,New Holland Brewing Dragon's Milk,New Holland Brewing Dragon's Milk was not cleaned last cycle,
366,tap change,2M - Yardhouse (Roseville/Roseville),WINE WAREHOUSE,Roseville,Paulaner Hefeweizen,Paulaner Hefeweizen was not cleaned last cycle,
367,tap change,2M - Yardhouse (Roseville/Roseville),WINE WAREHOUSE,Roseville,Paulaner Oktoberfest,Paulaner Oktoberfest was not cleaned last cycle,
368,tap change,2M - Yardhouse (Roseville/Roseville),WINE WAREHOUSE,Roseville,Yardhouse Belgian Amber Tripel,Yardhouse Belgian Amber Tripel was not cleaned last cycle,
369,tap change,2M - Yardhouse (Roseville/Roseville),WINE WAREHOUSE,Roseville,Yardhouse Cuvee,Yardhouse Cuvee was not cleaned last cycle,
370,tap change,2M - Yardhouse (Roseville/Roseville),WINE WAREHOUSE,Roseville,Yardhouse IPA,Yardhouse IPA was not cleaned last cycle,
371,tap change,2M - Yardhouse (Roseville/Roseville),WINE WAREHOUSE,Roseville,Yardhouse White Ale,Yardhouse White Ale was not cleaned last cycle,
372,tap change,2M - Yardhouse (Sacramento/K),CROOKED LANE BREWING,Sacramento,Crooked Lane Brewing,Crooked Lane Brewing was not cleaned last cycle,
373,tap change,2M - Yardhouse (Sacramento/K),GOLDEN BRANDS - SACRAMENTO,Sacramento,Anderson Valley Boont Amber Ale,Anderson Valley Boont Amber Ale was not cleaned last cycle,
374,tap change,2M - Yardhouse (Sacramento/K),GOLDEN BRANDS - SACRAMENTO,Sacramento,Deschutes Black Butte Porter,Deschutes Black Butte Porter was not cleaned last cycle,
375,tap change,2M - Yardhouse (Sacramento/K),GOLDEN BRANDS - SACRAMENTO,Sacramento,Heretic Evil Cousin,Heretic Evil Cousin was not cleaned last cycle,
376,tap change,2M - Yardhouse (Sacramento/K),GOLDEN BRANDS - SACRAMENTO,Sacramento,Knee Deep Breaking Bud,Knee Deep Breaking Bud was not cleaned last cycle,
377,tap change,2M - Yardhouse (Sacramento/K),GOLDEN BRANDS - SACRAMENTO,Sacramento,Knee Deep Brewing Citra,Knee Deep Brewing Citra was not cleaned last cycle,
378,tap change,2M - Yardhouse (Sacramento/K),GOLDEN BRANDS - SACRAMENTO,Sacramento,Knee Deep Hoptologist,Knee Deep Hoptologist was not cleaned last cycle,
379,tap change,2M - Yardhouse (Sacramento/K),GOLDEN BRANDS - SACRAMENTO,Sacramento,Lost Coast Watermelon Wheat,Lost Coast Watermelon Wheat was not cleaned last cycle,
380,tap change,2M - Yardhouse (Sacramento/K),GOLDEN BRANDS - SACRAMENTO,Sacramento,Miller High Life,Miller High Life was not cleaned last cycle,
381,tap change,2M - Yardhouse (Sacramento/K),GOLDEN BRANDS - SACRAMENTO,Sacramento,New Belgium Mural,New Belgium Mural was not cleaned last cycle,
382,tap change,2M - Yardhouse (Sacramento/K),GOLDEN BRANDS - SACRAMENTO,Sacramento,New Belgium Passion Fruit,New Belgium Passion Fruit was not cleaned last cycle,
383,tap change,2M - Yardhouse (Sacramento/K),GOLDEN BRANDS - SACRAMENTO,Sacramento,Saint Archer Gold,Saint Archer Gold was not cleaned last cycle,
384,tap change,2M - Yardhouse (Sacramento/K),GOLDEN BRANDS - SACRAMENTO,Sacramento,Samuel Adams Cold Snap,Samuel Adams Cold Snap was not cleaned last cycle,
385,tap change,2M - Yardhouse (Sacramento/K),GOLDEN BRANDS - SACRAMENTO,Sacramento,Truly Hard Seltzer,Truly Hard Seltzer was not cleaned last cycle,
386,tap change,2M - Yardhouse (Sacramento/K),MARKSTEIN BEVERAGE CO - SACTO,Sacramento,Ballast Point Grapefruit Sculpin,Ballast Point Grapefruit Sculpin was not cleaned last cycle,
387,tap change,2M - Yardhouse (Sacramento/K),MARKSTEIN BEVERAGE CO - SACTO,Sacramento,Corona Premier,Corona Premier was not cleaned last cycle,
388,tap change,2M - Yardhouse (Sacramento/K),MARKSTEIN BEVERAGE CO - SACTO,Sacramento,Device Brewing Curious Haze,Device Brewing Curious Haze was not cleaned last cycle,
389,tap change,2M - Yardhouse (Sacramento/K),MARKSTEIN BEVERAGE CO - SACTO,Sacramento,Founders Kbs,Founders Kbs was not cleaned last cycle,
390,tap change,2M - Yardhouse (Sacramento/K),MARKSTEIN BEVERAGE CO - SACTO,Sacramento,Founders Solid Gold,Founders Solid Gold was not cleaned last cycle,
391,tap change,2M - Yardhouse (Sacramento/K),MARKSTEIN BEVERAGE CO - SACTO,Sacramento,Founders Underground Mountain,Founders Underground Mountain was not cleaned last cycle,
392,tap change,2M - Yardhouse (Sacramento/K),MARKSTEIN BEVERAGE CO - SACTO,Sacramento,Golden State Cider,Golden State Cider was not cleaned last cycle,
393,tap change,2M - Yardhouse (Sacramento/K),MARKSTEIN BEVERAGE CO - SACTO,Sacramento,Kona Longboard Lager,Kona Longboard Lager was not cleaned last cycle,
394,tap change,2M - Yardhouse (Sacramento/K),MARKSTEIN BEVERAGE CO - SACTO,Sacramento,Pacifico,Pacifico was not cleaned last cycle,
395,tap change,2M - Yardhouse (Sacramento/K),MARKSTEIN BEVERAGE CO - SACTO,Sacramento,Rogue Chocolate Stout,Rogue Chocolate Stout was not cleaned last cycle,
396,tap change,2M - Yardhouse (Sacramento/K),MARKSTEIN BEVERAGE CO - SACTO,Sacramento,Rogue Hazelnut Brown,Rogue Hazelnut Brown was not cleaned last cycle,
397,tap change,2M - Yardhouse (Sacramento/K),MARKSTEIN BEVERAGE CO - SACTO,Sacramento,Sierra Nevada Pale Ale,Sierra Nevada Pale Ale was not cleaned last cycle,
398,tap change,2M - Yardhouse (Sacramento/K),MARKSTEIN BEVERAGE CO - SACTO,Sacramento,Stella Artois,Stella Artois was not cleaned last cycle,
399,tap change,2M - Yardhouse (Sacramento/K),MUSSETTER,Sacramento,Ace Space Cider,Ace Space Cider was not cleaned last cycle,
400,tap change,2M - Yardhouse (Sacramento/K),MUSSETTER,Sacramento,Auburn Ale House,Auburn Ale House was not cleaned last cycle,
401,tap change,2M - Yardhouse (Sacramento/K),MUSSETTER,Sacramento,High Water Brewing Aphotic Baltic Porter,High Water Brewing Aphotic Baltic Porter was not cleaned last cycle,
402,tap change,2M - Yardhouse (Sacramento/K),MUSSETTER,Sacramento,Melvin Brewery 2 x 4,Melvin Brewery 2 x 4 was not cleaned last cycle,
403,tap change,2M - Yardhouse (Sacramento/K),MUSSETTER,Sacramento,Out Of Bounds Hazy Ipa,Out Of Bounds Hazy Ipa was not cleaned last cycle,
404,tap change,2M - Yardhouse (Sacramento/K),MUSSETTER,Sacramento,Out of Bounds Joyrider IPA,Out of Bounds Joyrider IPA was not cleaned last cycle,
405,tap change,2M - Yardhouse (Sacramento/K),SACCANI,Sacramento,Lagunitas Ipa,Lagunitas Ipa was not cleaned last cycle,
406,tap change,2M - Yardhouse (Sacramento/K),SACCANI,Sacramento,Lagunitas Supercluster,Lagunitas Supercluster was not cleaned last cycle,
407,tap change,2M - Yardhouse (Sacramento/K),SACCANI,Sacramento,New Glory Gummy Worms Pale Ale,New Glory Gummy Worms Pale Ale was not cleaned last cycle,
408,tap change,2M - Yardhouse (Sacramento/K),SACCANI,Sacramento,New Glory The Whistles Go Woo!,New Glory The Whistles Go Woo! was not cleaned last cycle,
409,tap change,2M - Yardhouse (Sacramento/K),SACCANI,Sacramento,Pabst Blue Ribbon,Pabst Blue Ribbon was not cleaned last cycle,
410,tap change,2M - Yardhouse (Sacramento/K),SACCANI,Sacramento,Stone Tropic Thunder,Stone Tropic Thunder was not cleaned last cycle,
411,tap change,2M - Yardhouse (Sacramento/K),SOUTHERN WINE (BEER),Sacramento,Ayinger Bavarian Pils,Ayinger Bavarian Pils was not cleaned last cycle,
412,tap change,2M - Yardhouse (Sacramento/K),WINE WAREHOUSE,Sacramento,Allagash White,Allagash White was not cleaned last cycle,
413,tap change,2M - Yardhouse (Sacramento/K),WINE WAREHOUSE,Sacramento,Mother Earth Brewing Cali Creamin,Mother Earth Brewing Cali Creamin was not cleaned last cycle,
414,tap change,2M - Yardhouse (Sacramento/K),WINE WAREHOUSE,Sacramento,New Holland Brewing Dragon's Milk,New Holland Brewing Dragon's Milk was not cleaned last cycle,
415,tap change,2M - Yardhouse (Sacramento/K),WINE WAREHOUSE,Sacramento,North Coast Scrimshaw,North Coast Scrimshaw was not cleaned last cycle,
416,tap change,2M - Yardhouse (Sacramento/K),WINE WAREHOUSE,Sacramento,Petrus Chocolate Cherry Quad,Petrus Chocolate Cherry Quad was not cleaned last cycle,
417,tap change,2M - Yardhouse (Sacramento/K),WINE WAREHOUSE,Sacramento,Weihenstephan Hefeweissber,Weihenstephan Hefeweissber was not cleaned last cycle,
418,tap change,2M - Yardhouse (Sacramento/K),WINE WAREHOUSE,Sacramento,Yardhouse Golden Pils,Yardhouse Golden Pils was not cleaned last cycle,
419,tap change,2M - Yardhouse (San Jose/Santana),ANHEUSER-BUSCH BAY AREA SALES,San Jose,Elysian Brewing Space Dust,Elysian Brewing Space Dust was not cleaned last cycle,
420,tap change,2M - Yardhouse (San Jose/Santana),ANHEUSER-BUSCH BAY AREA SALES,San Jose,Franziskaner weissbier,Franziskaner weissbier was not cleaned last cycle,
421,tap change,2M - Yardhouse (San Jose/Santana),CHRISSA IMPORTS,San Jose,Mad River Jamaica Red Ale,Mad River Jamaica Red Ale was not cleaned last cycle,
422,tap change,2M - Yardhouse (San Jose/Santana),CHRISSA IMPORTS,San Jose,Rogue Hazelnut Brown,Rogue Hazelnut Brown was not cleaned last cycle,
423,tap change,2M - Yardhouse (San Jose/Santana),DISCRETION BREWING,San Jose,Discretion Brewing Oh Black Lager,Discretion Brewing Oh Black Lager was not cleaned last cycle,
424,tap change,2M - Yardhouse (San Jose/Santana),GOLDEN BRANDS - SAN JOSE,San Jose,Ace Pineapple Cider,Ace Pineapple Cider was not cleaned last cycle,
425,tap change,2M - Yardhouse (San Jose/Santana),GOLDEN BRANDS - SAN JOSE,San Jose,Alaskan Brewing Alaskan Amber,Alaskan Brewing Alaskan Amber was not cleaned last cycle,
426,tap change,2M - Yardhouse (San Jose/Santana),GOLDEN BRANDS - SAN JOSE,San Jose,Alpine Beer Windows Up,Alpine Beer Windows Up was not cleaned last cycle,
427,tap change,2M - Yardhouse (San Jose/Santana),GOLDEN BRANDS - SAN JOSE,San Jose,Angry Orchard Crisp Apple,Angry Orchard Crisp Apple was not cleaned last cycle,
428,tap change,2M - Yardhouse (San Jose/Santana),GOLDEN BRANDS - SAN JOSE,San Jose,Blue Moon Belgian White,Blue Moon Belgian White was not cleaned last cycle,
429,tap change,2M - Yardhouse (San Jose/Santana),GOLDEN BRANDS - SAN JOSE,San Jose,Deschutes Fresh Squeezed IPA,Deschutes Fresh Squeezed IPA was not cleaned last cycle,
430,tap change,2M - Yardhouse (San Jose/Santana),GOLDEN BRANDS - SAN JOSE,San Jose,Deschutes Nitro Obsidian Stout,Deschutes Nitro Obsidian Stout was not cleaned last cycle,
431,tap change,2M - Yardhouse (San Jose/Santana),GOLDEN BRANDS - SAN JOSE,San Jose,Dogfish Head 90 Minute IPA,Dogfish Head 90 Minute IPA was not cleaned last cycle,
432,tap change,2M - Yardhouse (San Jose/Santana),GOLDEN BRANDS - SAN JOSE,San Jose,Dos Equis Lager Especial,Dos Equis Lager Especial was not cleaned last cycle,
433,tap change,2M - Yardhouse (San Jose/Santana),GOLDEN BRANDS - SAN JOSE,San Jose,Firestone Walker 805,Firestone Walker 805 was not cleaned last cycle,
434,tap change,2M - Yardhouse (San Jose/Santana),GOLDEN BRANDS - SAN JOSE,San Jose,Founders Porter,Founders Porter was not cleaned last cycle,
435,tap change,2M - Yardhouse (San Jose/Santana),GOLDEN BRANDS - SAN JOSE,San Jose,Founders Solid Gold,Founders Solid Gold was not cleaned last cycle,
436,tap change,2M - Yardhouse (San Jose/Santana),GOLDEN BRANDS - SAN JOSE,San Jose,Founders Underground Mountain,Founders Underground Mountain was not cleaned last cycle,
437,tap change,2M - Yardhouse (San Jose/Santana),GOLDEN BRANDS - SAN JOSE,San Jose,Green Flash West Coast IPA,Green Flash West Coast IPA was not cleaned last cycle,
438,tap change,2M - Yardhouse (San Jose/Santana),GOLDEN BRANDS - SAN JOSE,San Jose,Guinness Draught,Guinness Draught was not cleaned last cycle,
439,tap change,2M - Yardhouse (San Jose/Santana),GOLDEN BRANDS - SAN JOSE,San Jose,Guinness Stout,Guinness Stout was not cleaned last cycle,
440,tap change,2M - Yardhouse (San Jose/Santana),GOLDEN BRANDS - SAN JOSE,San Jose,Knee Deep Hoptologist,Knee Deep Hoptologist was not cleaned last cycle,
441,tap change,2M - Yardhouse (San Jose/Santana),GOLDEN BRANDS - SAN JOSE,San Jose,Lost Coast Apricot,Lost Coast Apricot was not cleaned last cycle,
442,tap change,2M - Yardhouse (San Jose/Santana),GOLDEN BRANDS - SAN JOSE,San Jose,Lost Coast Watermelon Wheat,Lost Coast Watermelon Wheat was not cleaned last cycle,
443,tap change,2M - Yardhouse (San Jose/Santana),GOLDEN BRANDS - SAN JOSE,San Jose,New Belgium Fat Tire,New Belgium Fat Tire was not cleaned last cycle,
444,tap change,2M - Yardhouse (San Jose/Santana),GOLDEN BRANDS - SAN JOSE,San Jose,New Belgium Juicy Haze IPA,New Belgium Juicy Haze IPA was not cleaned last cycle,
445,tap change,2M - Yardhouse (San Jose/Santana),GOLDEN BRANDS - SAN JOSE,San Jose,Peroni Nastro Azzurro,Peroni Nastro Azzurro was not cleaned last cycle,
446,tap change,2M - Yardhouse (San Jose/Santana),GOLDEN BRANDS - SAN JOSE,San Jose,Sierra Nevada Hazy Little Thing IPA,Sierra Nevada Hazy Little Thing IPA was not cleaned last cycle,
447,tap change,2M - Yardhouse (San Jose/Santana),SOUTHERN WINE (BEER),San Jose,Ayinger Bavarian Pils,Ayinger Bavarian Pils was not cleaned last cycle,
448,tap change,2M - Yardhouse (San Jose/Santana),SOUTHERN WINE (BEER),San Jose,Lindemans Framboise Lambic,Lindemans Framboise Lambic was not cleaned last cycle,
449,tap change,2M - Yardhouse (San Jose/Santana),WINE WAREHOUSE,San Jose,Anderson Valley Bourbon Barrel Stout,Anderson Valley Bourbon Barrel Stout was not cleaned last cycle,
450,tap change,2M - Yardhouse (San Jose/Santana),WINE WAREHOUSE,San Jose,Brouwerij Bavik Pilsner,Brouwerij Bavik Pilsner was not cleaned last cycle,
451,tap change,2M - Yardhouse (San Jose/Santana),WINE WAREHOUSE,San Jose,Brouwerij Boon Lembeek Belgium,Brouwerij Boon Lembeek Belgium was not cleaned last cycle,
452,tap change,2M - Yardhouse (San Jose/Santana),WINE WAREHOUSE,San Jose,Chimay Grande Réserve,Chimay Grande Réserve was not cleaned last cycle,
453,tap change,2M - Yardhouse (San Jose/Santana),WINE WAREHOUSE,San Jose,Delirium Tremens,Delirium Tremens was not cleaned last cycle,
454,tap change,2M - Yardhouse (San Jose/Santana),WINE WAREHOUSE,San Jose,East Brothers Gold Ipa,East Brothers Gold Ipa was not cleaned last cycle,
455,tap change,2M - Yardhouse (San Jose/Santana),WINE WAREHOUSE,San Jose,Gulden Draak,Gulden Draak was not cleaned last cycle,
456,tap change,2M - Yardhouse (San Jose/Santana),WINE WAREHOUSE,San Jose,New Holland Brewing,New Holland Brewing was not cleaned last cycle,
457,tap change,2M - Yardhouse (San Jose/Santana),WINE WAREHOUSE,San Jose,Paulaner Hefeweizen,Paulaner Hefeweizen was not cleaned last cycle,
458,tap change,2M - Yardhouse (San Jose/Santana),WINE WAREHOUSE,San Jose,Stupid Silly Sour Ale,Stupid Silly Sour Ale was not cleaned last cycle,
459,tap change,2M - Yardhouse (San Jose/Santana),WINE WAREHOUSE,San Jose,Weihenstephan Brauerei,Weihenstephan Brauerei was not cleaned last cycle,
460,tap change,2M - Yardhouse (San Jose/Santana),WINE WAREHOUSE,San Jose,Yard House Belgian Golden,Yard House Belgian Golden was not cleaned last cycle,
461,tap change,2M - Yardhouse (San Jose/Santana),WINE WAREHOUSE,San Jose,Yardhouse Pilsner,Yardhouse Pilsner was not cleaned last cycle,
462,tap change,5th Street Steakhouse (Chico/W 5th),SIERRA NEVADA,Chico,Sierra Nevada Celebration,Sierra Nevada Celebration was not cleaned last cycle,
463,tap change,7 Stars Bar & Grill (San Jose/S Bascom),GOLDEN BRANDS - SAN JOSE,San Jose,Anchor Brewing  Bay Keeper IPA,Anchor Brewing  Bay Keeper IPA was not cleaned last cycle,
464,tap change,7 Stars Bar & Grill (San Jose/S Bascom),GOLDEN BRANDS - SAN JOSE,San Jose,Dogfish Head SeaQuench,Dogfish Head SeaQuench was not cleaned last cycle,
465,tap change,7 Stars Bar & Grill (San Jose/S Bascom),GOLDEN BRANDS - SAN JOSE,San Jose,Knee Deep Stout Tella,Knee Deep Stout Tella was not cleaned last cycle,
466,tap change,71 Saint Peter (San Jose/N San Pedro),WINE WAREHOUSE,San Jose,Coronado Mermaid's Red,Coronado Mermaid's Red was not cleaned last cycle,
467,tap change,AMC Brentwood 14 (Brentwood/Sand Creek),BAY AREA BEVERAGE,Brentwood,New Belgium Fat Tire,New Belgium Fat Tire was not cleaned last cycle,
468,tap change,Alamar Marina Resaturant & Bar (Sacramento/Garden),GOLDEN BRANDS - SACRAMENTO,Sacramento,Heretic Brewing Company Evil Cousin,Heretic Brewing Company Evil Cousin was not cleaned last cycle,
469,tap change,Alamar Marina Resaturant & Bar (Sacramento/Garden),MARKSTEIN BEVERAGE CO - SACTO,Sacramento,Modelo Especial,Modelo Especial was not cleaned last cycle,
470,tap change,Allegro Pizzeria (Carmel-By-The-Sea/The Barnyard),COUCH DISTRIBUTING,Carmel-By-The-Sea,Firestone Walker 805,Firestone Walker 805 was not cleaned last cycle,
471,tap change,Allegro Pizzeria (Carmel-By-The-Sea/The Barnyard),WINE WAREHOUSE (CA12),Carmel-By-The-Sea,Coronado Brewing Orange Wit,Coronado Brewing Orange Wit was not cleaned last cycle,
472,tap change,Allegro Pizzeria (Carmel-By-The-Sea/The Barnyard),WINE WAREHOUSE (CA12),Carmel-By-The-Sea,North Coast Scrimshaw,North Coast Scrimshaw was not cleaned last cycle,
473,tap change,Amber India (San Jose/Santana),GOLDEN BRANDS - SAN JOSE,San Jose,Green Flash Brewing Green Flash Imperial India Pale Ale,Green Flash Brewing Green Flash Imperial India Pale Ale was not cleaned last cycle,
474,tap change,American Legion (Benicia/First),MARKSTEIN BEVERAGE CO - SOLANO,Benicia,Bon & Viv Spiked Seltzer,Bon & Viv Spiked Seltzer was not cleaned last cycle,
475,tap change,Amicis East Coast Pizzeria(Mountain View/Castro),GOLDEN BRANDS - SAN JOSE,Mountain View,Blue Moon Belgian White,Blue Moon Belgian White was not cleaned last cycle,
476,tap change,Angelinas Pizzeria (Salinas/Portola),COUCH DISTRIBUTING,Salinas,Ballast Point Sculpin,Ballast Point Sculpin was not cleaned last cycle,
477,tap change,Applebees (Merced/W Olive),Donaghy,Merced,Stella Artois,Stella Artois was not cleaned last cycle,
478,tap change,Applebees (Merced/W Olive),Valley Wide Beverage,Merced,Samuel Adams Seasonal,Samuel Adams Seasonal was not cleaned last cycle,
479,tap change,Argus (Chico/W 2nd),CROOKED LANE BREWING,Chico,Crooked Lane Brewing,Crooked Lane Brewing was not cleaned last cycle,
480,tap change,Argus (Chico/W 2nd),MUSSETTER,Chico,Henhouse,Henhouse was not cleaned last cycle,
481,tap change,Argus (Chico/W 2nd),WINE WAREHOUSE,Chico,Almanac,Almanac was not cleaned last cycle,
482,tap change,Art's Craft Beer Palace (Roseville/Foothills),MARKSTEIN BEVERAGE CO - SACTO (CA08),Roseville,Firestone Coconut Merlin,Firestone Coconut Merlin was not cleaned last cycle,
483,tap change,Arthur Henrys Supper Club (Sacramento/Broadway),SACCANI,Sacramento,New Glory Wakey Wakey,New Glory Wakey Wakey was not cleaned last cycle,
484,tap change,Assemble Restaurant at Craneway Pavilion (Richmond/Harbour),BAY AREA BEVERAGE,Richmond,Lagunitas Pils Czech Style,Lagunitas Pils Czech Style was not cleaned last cycle,
485,tap change,Auld Dubliner (Olympic Valley/Village South),MARKSTEIN BEVERAGE CO - SACTO (CA08),Olympic Valley,Russian River Pliny The Elder,Russian River Pliny The Elder was not cleaned last cycle,
486,tap change,Auld Dubliner (Olympic Valley/Village South),MARKSTEIN BEVERAGE CO - SACTO (CA08),Olympic Valley,Seismic Brewing Shatter Cone IPA,Seismic Brewing Shatter Cone IPA was not cleaned last cycle,
487,tap change,BBQ 152 (Gilroy/Monterey),ALTAMONT BEER WORKS,Gilroy,Altamont Beer Works Basic Bitch,Altamont Beer Works Basic Bitch was not cleaned last cycle,
488,tap change,BBQ 152 (Gilroy/Monterey),ALTAMONT BEER WORKS,Gilroy,Altamont Beer Works Hella Hoppy,Altamont Beer Works Hella Hoppy was not cleaned last cycle,
489,tap change,Back Forty Texas (Shingle Springs/Durock),MARKSTEIN BEVERAGE CO - SACTO (CA08),Shingle Springs,Revision Brewing,Revision Brewing was not cleaned last cycle,
490,tap change,Bambino's (Vallejo/Georgia),WINE WAREHOUSE,Vallejo,Anderson Valley Wild Turkey Bourbon Barrel Stout,Anderson Valley Wild Turkey Bourbon Barrel Stout was not cleaned last cycle,
491,tap change,Bantam (Santa Cruz/Fair),WINE WAREHOUSE (CA12),Santa Cruz,Mother Earth Boo Koo Ipa,Mother Earth Boo Koo Ipa was not cleaned last cycle,
492,tap change,Barkin Dog Grill (Modesto/11th),Donaghy,Modesto,Elysian Space Dust,Elysian Space Dust was not cleaned last cycle,
493,tap change,Barnes & Noble (Folsom/Palladio),MARKSTEIN BEVERAGE CO - SACTO,Folsom,Sierra Nevada Celebration,Sierra Nevada Celebration was not cleaned last cycle,
494,tap change,Barnes & Noble (Folsom/Palladio),SACCANI,Folsom,New Glory Wakey Wakey,New Glory Wakey Wakey was not cleaned last cycle,
495,tap change,Barneys Gourmet Hamburger (Berkeley/Shattuck),BAY AREA BEVERAGE,Berkeley,Firestone Luponic Distortion,Firestone Luponic Distortion was not cleaned last cycle,
496,tap change,Base Camp Eatery at Yosemite Valley Lodge (Yosemite National Park/Yosemite Lodge),Donaghy,Yosemite National Park,Kona Big Wave,Kona Big Wave was not cleaned last cycle,
497,tap change,Base Camp Eatery at Yosemite Valley Lodge (Yosemite National Park/Yosemite Lodge),Donaghy,Yosemite National Park,Kona Brewing Big Wave Golden Ale,Kona Brewing Big Wave Golden Ale was not cleaned last cycle,
498,tap change,Base Camp Pizza (Heavenly Village/S Lake Tahoe),GOLDEN BRANDS - TRUCKEE,South Lake Tahoe,Anderson Valley Barney Flats Oatmeal Stout,Anderson Valley Barney Flats Oatmeal Stout was not cleaned last cycle,
499,tap change,Base Camp Pizza (Heavenly Village/S Lake Tahoe),GOLDEN BRANDS - TRUCKEE,South Lake Tahoe,Dogfish Head American Beauty,Dogfish Head American Beauty was not cleaned last cycle,
500,tap change,Base Camp Pizza (Heavenly Village/S Lake Tahoe),GOLDEN BRANDS - TRUCKEE,South Lake Tahoe,Heretic Chocolate Porter,Heretic Chocolate Porter was not cleaned last cycle,
501,tap change,Base Camp Pizza (Heavenly Village/S Lake Tahoe),MARKSTEIN BEVERAGE CO - SACTO (CA08),South Lake Tahoe,Fifty Fifty Brewing Donner Party Porter,Fifty Fifty Brewing Donner Party Porter was not cleaned last cycle,
