,distributor,serviceable,distactive,locid,city,address1,zip,tapname,bid,zonevalue,area,did,client,clientNumber,recurDescription,quantity,dist_tap_audit,brewery_dist_audit
1668,BAY AREA BEVERAGE,True,True,2596,Livermore,2086 First St,94550,Truly Hard Seltzer,1165661,CA07,,32,First Street Alehouse (Livermore/First),326405.0,"access is 7am-11am. done by 11am preferred
Do not clean wine lines this cycle",1,,
1669,BAY AREA BEVERAGE,True,True,1632,Livermore,2124 Railroad Ave,94550,Coors Light,15465,CA07,,32,Anitas Taqueria (Livermore/Railroad),,"Before 2PM access, Closed Mondays
Please collect email",1,,
1670,BAY AREA BEVERAGE,True,True,1935,Livermore,2133 1st St,94550,21st Amendment El Sully Lager,9683,CA07,,32,Bruno's Italian Cuisine (Livermore/1st),,,1,,
1671,BAY AREA BEVERAGE,True,True,1935,Livermore,2133 1st St,94550,Alaskan Brewing Alaskan Amber,1053917,CA07,,32,Bruno's Italian Cuisine (Livermore/1st),,,1,,
1672,BAY AREA BEVERAGE,True,True,1935,Livermore,2133 1st St,94550,Anchor Steam California Lager,1056655,CA07,,32,Bruno's Italian Cuisine (Livermore/1st),,,1,,
1673,BAY AREA BEVERAGE,True,True,1935,Livermore,2133 1st St,94550,Ballast Point Sculpin IPA,1054623,CA07,,32,Bruno's Italian Cuisine (Livermore/1st),,,1,,
1674,BAY AREA BEVERAGE,True,True,1935,Livermore,2133 1st St,94550,Blue Moon Belgian White,1054318,CA07,,32,Bruno's Italian Cuisine (Livermore/1st),,,1,,
1675,BAY AREA BEVERAGE,True,True,1935,Livermore,2133 1st St,94550,Lagunita's IPA,15557,CA07,,32,Bruno's Italian Cuisine (Livermore/1st),,,1,,
1676,BAY AREA BEVERAGE,True,True,3278,Livermore,2181 1St St,94550,Lagunitas India Pale Ale,1055341,CA07,,32,Marios French Dip (Livermore/1St),,access any time after 10am,1,,
1677,BAY AREA BEVERAGE,True,True,3278,Livermore,2181 1St St,94550,New Belgium Voodoo Ranger Haze Ipa,1209035,CA07,,32,Marios French Dip (Livermore/1St),,access any time after 10am,1,,
1678,BAY AREA BEVERAGE,True,True,4224,Livermore,2300 1St St,94550,Calicraft Oaktown Brown,1054483,CA07,,32,Sauced BBQ & Spirits (Livermore/1st),342551.0,"access as early as 7am, knock on back door",1,,
1679,BAY AREA BEVERAGE,True,True,4224,Livermore,2300 1St St,94550,Coors Light,15465,CA07,,32,Sauced BBQ & Spirits (Livermore/1st),342551.0,"access as early as 7am, knock on back door",1,,
1680,BAY AREA BEVERAGE,True,True,2244,Livermore,2389 1st St,94550,New Belgium Fat Tire,2823,CA07,,32,Clay Oven (Livermore/1st),,access any time after 10am. lunch time ok,1,,
1681,BAY AREA BEVERAGE,True,True,1015676,Livermore,2490 First St,94550,Anchor Steam Ale,2772,CA07,,32,Livermore 13 Cinemas (Livermore/First),,,1,,
1682,BAY AREA BEVERAGE,True,True,1015676,Livermore,2490 First St,94550,Ballast Point Sculpin,2804,CA07,,32,Livermore 13 Cinemas (Livermore/First),,,1,,
1683,BAY AREA BEVERAGE,True,True,1015676,Livermore,2490 First St,94550,Coors Light,15465,CA07,,32,Livermore 13 Cinemas (Livermore/First),,,1,,
1684,BAY AREA BEVERAGE,True,True,1015676,Livermore,2490 First St,94550,Lagunita's Little Sumpin Ale,2817,CA07,,32,Livermore 13 Cinemas (Livermore/First),,,1,,
1685,BAY AREA BEVERAGE,True,True,2083,Livermore,325 S L St,94550,Blue Moon Belgian White,1054318,CA07,,32,Casa Orozco (Livermore/South L),,access after 9AM,1,,
1686,BAY AREA BEVERAGE,True,True,2083,Livermore,325 S L St,94550,Bohemia,1121677,CA07,,32,Casa Orozco (Livermore/South L),,access after 9AM,1,,
1687,BAY AREA BEVERAGE,True,True,2083,Livermore,325 S L St,94550,Coors Light,15465,CA07,,32,Casa Orozco (Livermore/South L),,access after 9AM,1,,
1688,BAY AREA BEVERAGE,True,True,2083,Livermore,325 S L St,94550,Dos Equis Amber,1055744,CA07,,32,Casa Orozco (Livermore/South L),,access after 9AM,1,,
1689,BAY AREA BEVERAGE,True,True,2083,Livermore,325 S L St,94550,Lagunita's IPA,15557,CA07,,32,Casa Orozco (Livermore/South L),,access after 9AM,1,,
1690,BAY AREA BEVERAGE,True,True,3174,Livermore,3571 First St,94550,Blue Moon Belgian White,1054318,CA07,,32,Livermore Casino (Livermore/First),,10 am access,1,,
1691,BAY AREA BEVERAGE,True,True,3174,Livermore,3571 First St,94550,Coors Light,15465,CA07,,32,Livermore Casino (Livermore/First),,10 am access,1,,
1692,BAY AREA BEVERAGE,True,True,1017432,Livermore,4193 First St,94551,Ballast Point Aloha Sculpin IPA,1197531,CA07,,32,Kobe Japan Restaurant  (Livermore/First),,Please collect email,1,,
1693,BAY AREA BEVERAGE,True,True,1017432,Livermore,4193 First St,94551,Blue Moon Belgium White,2796,CA07,,32,Kobe Japan Restaurant  (Livermore/First),,Please collect email,1,,
1694,BAY AREA BEVERAGE,True,True,1017432,Livermore,4193 First St,94551,Lagunita's IPA,15557,CA07,,32,Kobe Japan Restaurant  (Livermore/First),,Please collect email,1,,
1695,BAY AREA BEVERAGE,True,True,1017432,Livermore,4193 First St,94551,Sapporo,1052155,CA07,,32,Kobe Japan Restaurant  (Livermore/First),,Please collect email,1,,
1696,BAY AREA BEVERAGE,True,True,2185,Livermore,4261 First St,94550,Blue Moon Belgian White,1054318,CA07,,32,Chilis (Livermore/First),,7:30 - 11am access only,1,,
1697,BAY AREA BEVERAGE,True,True,2185,Livermore,4261 First St,94550,Coors Light,15465,CA07,,32,Chilis (Livermore/First),,7:30 - 11am access only,1,,
1698,BAY AREA BEVERAGE,True,True,2185,Livermore,4261 First St,94550,Dos Equis Special Lager,2775,CA07,,32,Chilis (Livermore/First),,7:30 - 11am access only,1,,
1699,BAY AREA BEVERAGE,True,True,2185,Livermore,4261 First St,94550,Lagunita's IPA,15557,CA07,,32,Chilis (Livermore/First),,7:30 - 11am access only,1,,
1700,BAY AREA BEVERAGE,True,True,2185,Livermore,4261 First St,94550,Samuel Adams Winter Lager,15538,CA07,,32,Chilis (Livermore/First),,7:30 - 11am access only,1,,
1701,BAY AREA BEVERAGE,True,True,3858,Livermore,4280 Greenville Rd,94550,Blue Moon Belgium White,2796,CA07,,32,Poppy Ridge Golf Course (Livermore/Greenville Rd),,Access time 8am-11am Monday-saturday,1,,
1702,BAY AREA BEVERAGE,True,True,3858,Livermore,4280 Greenville Rd,94550,Coors Light,15465,CA07,,32,Poppy Ridge Golf Course (Livermore/Greenville Rd),,Access time 8am-11am Monday-saturday,1,,
1703,BAY AREA BEVERAGE,True,True,3858,Livermore,4280 Greenville Rd,94550,Guinness Stout,2862,CA07,,32,Poppy Ridge Golf Course (Livermore/Greenville Rd),,Access time 8am-11am Monday-saturday,1,,
1704,BAY AREA BEVERAGE,True,True,3321,Livermore,4433 First St,94550,Lagunitas New Dogtown,1132261,CA07,,32,Melos Pizza (Livermore/First),,anytime after 9am access,1,,
1705,BAY AREA BEVERAGE,True,True,4727,Livermore,6611 Preston Avenue,94550,Coors Light,15465,CA07,,32,Tri Valley Ice (Livermore/Preston Avenue),,anytime after 9:30am,1,,
1706,BAY AREA BEVERAGE,True,True,2662,Livermore,7986 Tesla Rd,94550,Heineken,1157138,CA07,,32,Garre (Livermore/Tesla),,correct access time is 9am-11am or after 2pm,1,,
1707,BAY AREA BEVERAGE,True,True,1026915,Livermore,833 E Stanley Blvd,94550,Blue Moon Belgian White,1054318,CA07,,32,833 Brick Cafe (Livermore/E Stanley),,7am more accurate access time,1,,
1708,BAY AREA BEVERAGE,True,True,1026915,Livermore,833 E Stanley Blvd,94550,Coors Light,15465,CA07,,32,833 Brick Cafe (Livermore/E Stanley),,7am more accurate access time,1,,
1709,BAY AREA BEVERAGE,True,True,1026915,Livermore,833 E Stanley Blvd,94550,Lagunitas Ipa,1053927,CA07,,32,833 Brick Cafe (Livermore/E Stanley),,7am more accurate access time,1,,
1710,BAY AREA BEVERAGE,True,True,1026915,Livermore,833 E Stanley Blvd,94550,Saint Archer Pale Ale,3422,CA07,,32,833 Brick Cafe (Livermore/E Stanley),,7am more accurate access time,1,,
1711,BAY AREA BEVERAGE,True,True,1772,Livermore,915 Club House Dr,94551,Blue Moon Belgian White,1054318,CA07,,32,Beebs Bar & Grill (Livermore/Club House),,6am access,1,,
1712,BAY AREA BEVERAGE,True,True,1772,Livermore,915 Club House Dr,94551,Coors Light,15465,CA07,,32,Beebs Bar & Grill (Livermore/Club House),,6am access,1,,
1713,BAY AREA BEVERAGE,True,True,1772,Livermore,915 Club House Dr,94551,Guinness Draught,15487,CA07,,32,Beebs Bar & Grill (Livermore/Club House),,6am access,1,,
1714,BAY AREA BEVERAGE,True,True,1772,Livermore,915 Club House Dr,94551,Lagunita's IPA,15557,CA07,,32,Beebs Bar & Grill (Livermore/Club House),,6am access,1,,
1715,BAY AREA BEVERAGE,True,True,1772,Livermore,915 Club House Dr,94551,Pyramid Hefeweizen,15527,CA07,,32,Beebs Bar & Grill (Livermore/Club House),,6am access,1,,
1716,BAY AREA BEVERAGE,True,True,1081834,Livermore,940 Larkspur Dr,94551,Coors Banquet,7877,CA07,,32,Elks Lodge (Livermore/Larkspur),,,1,,
1717,BAY AREA BEVERAGE,True,True,2097,Livermore,968 N Canyon Pky,94551,Blue Moon Belgian White,1054318,CA07,,32,Casino 580 (Livermore/N Canyon),,,1,,
1718,BAY AREA BEVERAGE,True,True,2097,Livermore,968 N Canyon Pky,94551,Coors Light,15465,CA07,,32,Casino 580 (Livermore/N Canyon),,,1,,
1719,BAY AREA BEVERAGE,True,True,2097,Livermore,968 N Canyon Pky,94551,Lagunita's IPA,15557,CA07,,32,Casino 580 (Livermore/N Canyon),,,1,,
1720,BAY AREA BEVERAGE,True,True,2097,Livermore,968 N Canyon Pky,94551,New Belgium Voodoo Ranger,1134900,CA07,,32,Casino 580 (Livermore/N Canyon),,,1,,
1721,BAY AREA BEVERAGE,True,True,1097900,Martinez,1500 Pacheco Blvd,94553,Cali Craft Cool Kidz IPA,1162530,CA07,,32,Vics (Martinez/Pacheco),,7am-9AM access,1,,
1722,BAY AREA BEVERAGE,True,True,1097900,Martinez,1500 Pacheco Blvd,94553,Heretic Chocolate Porter,1061194,CA07,,32,Vics (Martinez/Pacheco),,7am-9AM access,1,,
1723,BAY AREA BEVERAGE,True,True,1044865,Martinez,504 Center Ave,94553,Lagunitas Ipa,1053927,CA07,,32,Round Table (Martinez/Center),,,1,,
1724,BAY AREA BEVERAGE,True,True,1777,Martinez,528 Center Avenue,94553,Coors Light,15465,CA07,,32,Behind The Plate (Martinez/Center),,,1,,
1725,BAY AREA BEVERAGE,True,True,1777,Martinez,528 Center Avenue,94553,Guinness Stout,2862,CA07,,32,Behind The Plate (Martinez/Center),,,1,,
1726,BAY AREA BEVERAGE,True,True,1777,Martinez,528 Center Avenue,94553,Lagunita's IPA,15557,CA07,,32,Behind The Plate (Martinez/Center),,,1,,
1727,BAY AREA BEVERAGE,True,True,1117333,Martinez,555 Center Ave,94553,Lagunitas Ale,1067062,CA07,,32,Contra Costa Stadium Cinemas (Martinez/Center),,,1,,
1728,BAY AREA BEVERAGE,True,True,3680,Martinez,5915 Pacheco Blvd,94553,Coors Light,15465,CA07,,32,Paddock Bowl (Martinez/Pacheco Blvd),,9am-2pm access,1,,
1729,BAY AREA BEVERAGE,True,True,2035,Martinez,5988 Pacheco Blvd,94553,Blue Moon Belgium White,2796,CA07,,32,California Grand Casino (Martinez/Pacheco),,5am access,1,,
1730,BAY AREA BEVERAGE,True,True,2035,Martinez,5988 Pacheco Blvd,94553,Heretic Brewing Company Evil Twin,6450,CA07,,32,California Grand Casino (Martinez/Pacheco),,5am access,1,,
1731,BAY AREA BEVERAGE,True,True,1026918,Newark,2086 Newpark Mall,94560,21St Amendment Blood Orange IPA,1056945,CA03,,32,Jack's Restaurant and Bar (Newark/Newpark),,"7am-9am access time. if come at 7am use loading dock entrance.
wifi password ilovejacks$",1,,
1732,BAY AREA BEVERAGE,True,True,1026918,Newark,2086 Newpark Mall,94560,Blue Moon Belgium White,2796,CA03,,32,Jack's Restaurant and Bar (Newark/Newpark),,"7am-9am access time. if come at 7am use loading dock entrance.
wifi password ilovejacks$",1,,
1733,BAY AREA BEVERAGE,True,True,1026918,Newark,2086 Newpark Mall,94560,Coors Light,15465,CA03,,32,Jack's Restaurant and Bar (Newark/Newpark),,"7am-9am access time. if come at 7am use loading dock entrance.
wifi password ilovejacks$",1,,
1734,BAY AREA BEVERAGE,True,True,1026918,Newark,2086 Newpark Mall,94560,Firestone 805,3752,CA03,,32,Jack's Restaurant and Bar (Newark/Newpark),,"7am-9am access time. if come at 7am use loading dock entrance.
wifi password ilovejacks$",1,,
1735,BAY AREA BEVERAGE,True,True,1026918,Newark,2086 Newpark Mall,94560,Firestone Union Jack IPA,3244,CA03,,32,Jack's Restaurant and Bar (Newark/Newpark),,"7am-9am access time. if come at 7am use loading dock entrance.
wifi password ilovejacks$",1,,
1736,BAY AREA BEVERAGE,True,True,1026918,Newark,2086 Newpark Mall,94560,Modelo Especial,3587,CA03,,32,Jack's Restaurant and Bar (Newark/Newpark),,"7am-9am access time. if come at 7am use loading dock entrance.
wifi password ilovejacks$",1,,
1737,BAY AREA BEVERAGE,True,True,1076658,Newark,3100 Newpark Mall,94560,Ballast Point Grapefruit Sculpin,5954,CA03,,32,Lazy Dog (Newark/Newpark),356539.0,thursday 530am access. use back recieving door.,1,,
1738,BAY AREA BEVERAGE,True,True,1076658,Newark,3100 Newpark Mall,94560,Blue Moon Belgian White,1054318,CA03,,32,Lazy Dog (Newark/Newpark),356539.0,thursday 530am access. use back recieving door.,1,,
1739,BAY AREA BEVERAGE,True,True,1076658,Newark,3100 Newpark Mall,94560,Coors Light,15465,CA03,,32,Lazy Dog (Newark/Newpark),356539.0,thursday 530am access. use back recieving door.,1,,
1740,BAY AREA BEVERAGE,True,True,1076658,Newark,3100 Newpark Mall,94560,Firestone 805,3752,CA03,,32,Lazy Dog (Newark/Newpark),356539.0,thursday 530am access. use back recieving door.,1,,
1741,BAY AREA BEVERAGE,True,True,1076658,Newark,3100 Newpark Mall,94560,Golden State Cider,4337,CA03,,32,Lazy Dog (Newark/Newpark),356539.0,thursday 530am access. use back recieving door.,1,,
1742,BAY AREA BEVERAGE,True,True,1076658,Newark,3100 Newpark Mall,94560,Guinness,1134580,CA03,,32,Lazy Dog (Newark/Newpark),356539.0,thursday 530am access. use back recieving door.,1,,
1743,BAY AREA BEVERAGE,True,True,1076658,Newark,3100 Newpark Mall,94560,Laguna's Ipa,1057541,CA03,,32,Lazy Dog (Newark/Newpark),356539.0,thursday 530am access. use back recieving door.,1,,
1744,BAY AREA BEVERAGE,True,True,1076658,Newark,3100 Newpark Mall,94560,Saint Archer IPA,3112,CA03,,32,Lazy Dog (Newark/Newpark),356539.0,thursday 530am access. use back recieving door.,1,,
1745,BAY AREA BEVERAGE,True,True,13539,Newark,39770 Cedar Blvd,94560,Blue Moon Belgian White,1054318,CA03,,32,Bon Chon Chicken (Newark/Cedar),,,1,,
1746,BAY AREA BEVERAGE,True,True,13539,Newark,39770 Cedar Blvd,94560,Lagunita's IPA,15557,CA03,,32,Bon Chon Chicken (Newark/Cedar),,,1,,
1747,BAY AREA BEVERAGE,True,True,3538,Newark,39900 Balentine Dr,94560,Samuel Adams Boston Lager,15587,CA03,,32,Newark Hilton Hotel (Newark/Balentine Dr),,6am access,1,,
1748,BAY AREA BEVERAGE,True,True,1026912,Newark,440 Newpark Mall Dr,94560,Blue Moon Belgian White,1054318,CA03,,32,John's Incredible Pizza Company (Newark/Newpark Mall),,12pm access,1,,
1749,BAY AREA BEVERAGE,True,True,1026912,Newark,440 Newpark Mall Dr,94560,Lagunita's Sumpin' Easy,1053801,CA03,,32,John's Incredible Pizza Company (Newark/Newpark Mall),,12pm access,1,,
1750,BAY AREA BEVERAGE,True,True,1026912,Newark,440 Newpark Mall Dr,94560,Modelo Especial,3587,CA03,,32,John's Incredible Pizza Company (Newark/Newpark Mall),,12pm access,1,,
1751,BAY AREA BEVERAGE,True,True,1041169,Newark,5605 Mowry School Rd,94560,Lagunita's IPA,15557,CA03,,32,Lavender Hot Pot (Newark/Mowry School),,11am access time,1,,
1752,BAY AREA BEVERAGE,True,True,1041169,Newark,5605 Mowry School Rd,94560,Sapporo Premium,15540,CA03,,32,Lavender Hot Pot (Newark/Mowry School),,11am access time,1,,
1753,BAY AREA BEVERAGE,True,True,1828,Newark,5699 Mowry Ave,94560,Angry Orchard Crisp Apple,2815,CA03,,32,BJs Brewhouse (Newark/Mowry),,"bjs484@bjsrestaurants.com
access 7am must finish before 10:30am",1,,
1754,BAY AREA BEVERAGE,True,True,1828,Newark,5699 Mowry Ave,94560,Ballast Point Grapefruit Sculpin,5954,CA03,,32,BJs Brewhouse (Newark/Mowry),,"bjs484@bjsrestaurants.com
access 7am must finish before 10:30am",1,,
1755,BAY AREA BEVERAGE,True,True,1828,Newark,5699 Mowry Ave,94560,Blue Moon Belgian White,1054318,CA03,,32,BJs Brewhouse (Newark/Mowry),,"bjs484@bjsrestaurants.com
access 7am must finish before 10:30am",1,,
1756,BAY AREA BEVERAGE,True,True,1828,Newark,5699 Mowry Ave,94560,Dos Equis Lager Especial,1054315,CA03,,32,BJs Brewhouse (Newark/Mowry),,"bjs484@bjsrestaurants.com
access 7am must finish before 10:30am",1,,
1757,BAY AREA BEVERAGE,True,True,1828,Newark,5699 Mowry Ave,94560,Firestone 805,3752,CA03,,32,BJs Brewhouse (Newark/Mowry),,"bjs484@bjsrestaurants.com
access 7am must finish before 10:30am",1,,
1758,BAY AREA BEVERAGE,True,True,1828,Newark,5699 Mowry Ave,94560,Green Flash West Coast IPA,2821,CA03,,32,BJs Brewhouse (Newark/Mowry),,"bjs484@bjsrestaurants.com
access 7am must finish before 10:30am",1,,
1759,BAY AREA BEVERAGE,True,True,1828,Newark,5699 Mowry Ave,94560,Guinness Stout,2862,CA03,,32,BJs Brewhouse (Newark/Mowry),,"bjs484@bjsrestaurants.com
access 7am must finish before 10:30am",1,,
1760,BAY AREA BEVERAGE,True,True,1828,Newark,5699 Mowry Ave,94560,Heineken Lager,15493,CA03,,32,BJs Brewhouse (Newark/Mowry),,"bjs484@bjsrestaurants.com
access 7am must finish before 10:30am",1,,
1761,BAY AREA BEVERAGE,True,True,1828,Newark,5699 Mowry Ave,94560,Lagunitas Phase Change,1161940,CA03,,32,BJs Brewhouse (Newark/Mowry),,"bjs484@bjsrestaurants.com
access 7am must finish before 10:30am",1,,
1762,BAY AREA BEVERAGE,True,True,1828,Newark,5699 Mowry Ave,94560,Modelo Especial,3587,CA03,,32,BJs Brewhouse (Newark/Mowry),,"bjs484@bjsrestaurants.com
access 7am must finish before 10:30am",1,,
1763,BAY AREA BEVERAGE,True,True,1828,Newark,5699 Mowry Ave,94560,New Belgium Voodoo Ranger Juicy Haze IPA,1060017,CA03,,32,BJs Brewhouse (Newark/Mowry),,"bjs484@bjsrestaurants.com
access 7am must finish before 10:30am",1,,
1764,BAY AREA BEVERAGE,True,True,1828,Newark,5699 Mowry Ave,94560,Samuel Adams Winter Lager,15538,CA03,,32,BJs Brewhouse (Newark/Mowry),,"bjs484@bjsrestaurants.com
access 7am must finish before 10:30am",1,,
1765,BAY AREA BEVERAGE,True,True,4505,Newark,5911 Mowry Ave,94560,Coors Light,15465,CA03,,32,Swiss Park (Newark/Mowry Ave),,"staff@swissparknewark.com
access time 9am to 2pm. takes about half an hour
if no cars in parking lot knock on side door after 10am.",1,,
1766,BAY AREA BEVERAGE,True,True,4505,Newark,5911 Mowry Ave,94560,Firestone 805,3752,CA03,,32,Swiss Park (Newark/Mowry Ave),,"staff@swissparknewark.com
access time 9am to 2pm. takes about half an hour
if no cars in parking lot knock on side door after 10am.",1,,
1767,BAY AREA BEVERAGE,True,True,4505,Newark,5911 Mowry Ave,94560,Lagunita's IPA,15557,CA03,,32,Swiss Park (Newark/Mowry Ave),,"staff@swissparknewark.com
access time 9am to 2pm. takes about half an hour
if no cars in parking lot knock on side door after 10am.",1,,
1768,BAY AREA BEVERAGE,True,True,4505,Newark,5911 Mowry Ave,94560,Modelo Especial,3587,CA03,,32,Swiss Park (Newark/Mowry Ave),,"staff@swissparknewark.com
access time 9am to 2pm. takes about half an hour
if no cars in parking lot knock on side door after 10am.",1,,
1769,BAY AREA BEVERAGE,True,True,3539,Newark,6430 Thornton Ave,94560,Modelo Especial,3587,CA03,,32,Newark Pavillion (Newark/Thornton Ave),,"Tue-Wed 8am-6pm. use receiving door on side.
no fridays",1,,
1770,BAY AREA BEVERAGE,True,True,3539,Newark,6430 Thornton Ave,94560,Pacifico,15576,CA03,,32,Newark Pavillion (Newark/Thornton Ave),,"Tue-Wed 8am-6pm. use receiving door on side.
no fridays",1,,
1771,BAY AREA BEVERAGE,True,True,2784,Oakland,1 Airport Dr Terminal 1,94621,Blue Moon Belgian White,1054318,CA03,,32,2M - Heinolds Lounge (Oakland/Airport),,,1,,
1772,BAY AREA BEVERAGE,True,True,2176,Oakland,1 Airport Dr Terminal 1,94621,Blue Moon Belgium White,2796,CA03,,32,2M - Tap and Pour (Oakland/Airport),,,2,,
1773,BAY AREA BEVERAGE,True,True,2784,Oakland,1 Airport Dr Terminal 1,94621,Coors Light,15465,CA03,,32,2M - Heinolds Lounge (Oakland/Airport),,,1,,
1774,BAY AREA BEVERAGE,True,True,2176,Oakland,1 Airport Dr Terminal 1,94621,Coors Light,15465,CA03,,32,2M - Tap and Pour (Oakland/Airport),,,2,,
1775,BAY AREA BEVERAGE,True,True,2176,Oakland,1 Airport Dr Terminal 1,94621,Trumer Pils,1057835,CA03,,32,2M - Tap and Pour (Oakland/Airport),,,1,,
1776,BAY AREA BEVERAGE,True,True,2704,Oakland,1 Airport Dr Terminal 2,94601,Anchor Brewing Cali Lager,1062685,CA03,,32,Bar 510 (Oakland/Airport),,,1,,
1777,BAY AREA BEVERAGE,True,True,2704,Oakland,1 Airport Dr Terminal 2,94601,Anchor Brewing Fog Breaker IPA,1116341,CA03,,32,Bar 510 (Oakland/Airport),,,1,,
1778,BAY AREA BEVERAGE,True,True,3891,Oakland,1 Airport Dr Terminal 2,94601,Blue Moon Belgian White,1054318,CA03,,32,2M - Pyramid (Oakland/Airport),,,1,,
1779,BAY AREA BEVERAGE,True,True,3891,Oakland,1 Airport Dr Terminal 2,94601,Coors Light,15465,CA03,,32,2M - Pyramid (Oakland/Airport),,,2,,
1780,BAY AREA BEVERAGE,True,True,3891,Oakland,1 Airport Dr Terminal 2,94601,Pyramid Amber Ale,1082754,CA03,,32,2M - Pyramid (Oakland/Airport),,,1,,
1781,BAY AREA BEVERAGE,True,True,3891,Oakland,1 Airport Dr Terminal 2,94601,Pyramid Apricot Ale,7438,CA03,,32,2M - Pyramid (Oakland/Airport),,,1,,
1782,BAY AREA BEVERAGE,True,True,3891,Oakland,1 Airport Dr Terminal 2,94601,Pyramid Curve Ball,15526,CA03,,32,2M - Pyramid (Oakland/Airport),,,1,,
1783,BAY AREA BEVERAGE,True,True,3891,Oakland,1 Airport Dr Terminal 2,94601,Pyramid Hefeweizen,15527,CA03,,32,2M - Pyramid (Oakland/Airport),,,2,,
1784,BAY AREA BEVERAGE,True,True,3891,Oakland,1 Airport Dr Terminal 2,94601,Pyramid Outburst Imperial IPA,4355,CA03,,32,2M - Pyramid (Oakland/Airport),,,2,,
1785,BAY AREA BEVERAGE,True,True,3891,Oakland,1 Airport Dr Terminal 2,94601,Pyramid Thunderhead IPA,4354,CA03,,32,2M - Pyramid (Oakland/Airport),,,2,,
1786,BAY AREA BEVERAGE,True,True,1626,Oakland,1 Airport Dr Terminal 2,94621,Blue Moon,1054317,CA03,,32,2M - Andale Restaurant & Bar (Oakland/Airport),,,1,,
1787,BAY AREA BEVERAGE,True,True,1626,Oakland,1 Airport Dr Terminal 2,94621,Lagunitas Imperial Pale Ale,1058129,CA03,,32,2M - Andale Restaurant & Bar (Oakland/Airport),,,1,,
1788,BAY AREA BEVERAGE,True,True,1626,Oakland,1 Airport Dr Terminal 2,94621,Modelo,1162481,CA03,,32,2M - Andale Restaurant & Bar (Oakland/Airport),,,1,,
1789,BAY AREA BEVERAGE,True,True,2446,Oakland,1 Airport Drive Terminal 1,94621,Anchor Steam Lager,4163,CA03,,32,2M - Rockridge Bar (Oakland Airport Terminal 1/Airport),,,1,,
1790,BAY AREA BEVERAGE,True,True,2446,Oakland,1 Airport Drive Terminal 1,94621,Anchor Steam San Francisco Juicy,1091946,CA03,,32,2M - Rockridge Bar (Oakland Airport Terminal 1/Airport),,,1,,
1791,BAY AREA BEVERAGE,True,True,3332,Oakland,10051 Doolittle Dr,94577,Pabst Blue Ribbon,15575,CA03,,32,Metropolitan Golf Links (Oakland/Doolittle Dr),,,1,,
1792,BAY AREA BEVERAGE,True,True,2459,Oakland,1015 Clay St,94607,Modelo Especial,3587,CA03,,32,El Gusano (Oakland/Clay),,Weekends closed,1,,
1793,BAY AREA BEVERAGE,True,True,2459,Oakland,1015 Clay St,94607,Modelo Negra,2840,CA03,,32,El Gusano (Oakland/Clay),,Weekends closed,1,,
1794,BAY AREA BEVERAGE,True,True,2459,Oakland,1015 Clay St,94607,Pacifico,15576,CA03,,32,El Gusano (Oakland/Clay),,Weekends closed,1,,
1795,BAY AREA BEVERAGE,True,True,3075,Oakland,11450 Golf Links Road,94601,Ballast Point Sculpin,2804,CA03,,32,Lake Chabot Golf Course (Oakland/Golf Links),,,1,,
1796,BAY AREA BEVERAGE,True,True,3075,Oakland,11450 Golf Links Road,94601,Coors Light,15465,CA03,,32,Lake Chabot Golf Course (Oakland/Golf Links),,,1,,
1797,BAY AREA BEVERAGE,True,True,3075,Oakland,11450 Golf Links Road,94601,Corona,15466,CA03,,32,Lake Chabot Golf Course (Oakland/Golf Links),,,1,,
1798,BAY AREA BEVERAGE,True,True,3075,Oakland,11450 Golf Links Road,94601,Firestone 805,3752,CA03,,32,Lake Chabot Golf Course (Oakland/Golf Links),,,1,,
1799,BAY AREA BEVERAGE,True,True,3075,Oakland,11450 Golf Links Road,94601,Lagunitas Ipa,1053927,CA03,,32,Lake Chabot Golf Course (Oakland/Golf Links),,,1,,
1800,BAY AREA BEVERAGE,True,True,3075,Oakland,11450 Golf Links Road,94601,Modelo Especial,3587,CA03,,32,Lake Chabot Golf Course (Oakland/Golf Links),,,1,,
1801,BAY AREA BEVERAGE,True,True,8096,Oakland,135 12th St.,94612,Firestone Walker Another Life DIPA,1212738,CA03,,32,2M - Mad Oak (Oakland/12th),349072.0,alarm code is 9999,1,x,x
1802,BAY AREA BEVERAGE,True,True,8096,Oakland,135 12th St.,94612,Flying Embers Ancient Berry,1210226,CA03,,32,2M - Mad Oak (Oakland/12th),349072.0,alarm code is 9999,1,x,
1803,BAY AREA BEVERAGE,True,True,8096,Oakland,135 12th St.,94612,New Belgium Peach Kick,1189048,CA03,,32,2M - Mad Oak (Oakland/12th),349072.0,alarm code is 9999,1,,
1804,BAY AREA BEVERAGE,True,True,8096,Oakland,135 12th St.,94612,Trumer Pilsner,2753,CA03,,32,2M - Mad Oak (Oakland/12th),349072.0,alarm code is 9999,2,,
1805,BAY AREA BEVERAGE,True,True,3928,Oakland,150 Hegenberger Rd,94621,Lagunitas Ipa,1053927,CA03,,32,Oakland Airport Executive Hotel (Oakland/Hegenberger),,Can access as early as 5AM,1,,
1806,BAY AREA BEVERAGE,True,True,3928,Oakland,150 Hegenberger Rd,94621,Modelo Especial,3587,CA03,,32,Oakland Airport Executive Hotel (Oakland/Hegenberger),,Can access as early as 5AM,1,,
